ID,Timestamp,battery
60df87b4be3fc900069dac1f,1625262191000,100
60df87b4be3fc900069dac20,1625262191000,100
60df87b4be3fc900069dac21,1625262191000,100
60df87b4be3fc900069dac22,1625262191000,100
60df87b4be3fc900069dac1f,1625262311000,100
60df87b4be3fc900069dac20,1625262311000,100
60df87b4be3fc900069dac21,1625262311000,100
60df87b4be3fc900069dac22,1625262311000,100
60df87b4be3fc900069dac1f,1625262431000,100
60df87b4be3fc900069dac20,1625262431000,99
60df87b4be3fc900069dac21,1625262431000,100
60df87b4be3fc900069dac22,1625262431000,100
60df87b4be3fc900069dac1f,1625262551000,100
60df87b4be3fc900069dac20,1625262551000,98
60df87b4be3fc900069dac21,1625262551000,100
60df87b4be3fc900069dac22,1625262551000,100
60df87b4be3fc900069dac1f,1625262671000,98
60df87b4be3fc900069dac20,1625262671000,97
60df87b4be3fc900069dac21,1625262671000,100
60df87b4be3fc900069dac22,1625262671000,100
60df87b4be3fc900069dac1f,1625262791000,96
60df87b4be3fc900069dac20,1625262791000,95
60df87b4be3fc900069dac21,1625262791000,100
60df87b4be3fc900069dac22,1625262791000,100
60df87b4be3fc900069dac1f,1625262911000,95
60df87b4be3fc900069dac20,1625262911000,93
60df87b4be3fc900069dac21,1625262911000,100
60df87b4be3fc900069dac22,1625262911000,100
60df87b4be3fc900069dac1f,1625263031000,95
60df87b4be3fc900069dac20,1625263031000,92
60df87b4be3fc900069dac21,1625263031000,100
60df87b4be3fc900069dac22,1625263031000,100
60df87b4be3fc900069dac1f,1625263151000,95
60df87b4be3fc900069dac20,1625263151000,90
60df87b4be3fc900069dac21,1625263151000,100
60df87b4be3fc900069dac22,1625263151000,100
60df87b4be3fc900069dac1f,1625263271000,93
60df87b4be3fc900069dac20,1625263271000,89
60df87b4be3fc900069dac21,1625263271000,100
60df87b4be3fc900069dac22,1625263271000,100
60df87b4be3fc900069dac1f,1625263391000,91
60df87b4be3fc900069dac20,1625263391000,89
60df87b4be3fc900069dac21,1625263391000,100
60df87b4be3fc900069dac22,1625263391000,100
60df87b4be3fc900069dac1f,1625263511000,91
60df87b4be3fc900069dac20,1625263511000,89
60df87b4be3fc900069dac21,1625263511000,100
60df87b4be3fc900069dac22,1625263511000,100
60df87b4be3fc900069dac1f,1625263631000,90
60df87b4be3fc900069dac20,1625263631000,88
60df87b4be3fc900069dac21,1625263631000,100
60df87b4be3fc900069dac22,1625263631000,100
60df87b4be3fc900069dac1f,1625263751000,89
60df87b4be3fc900069dac20,1625263751000,86
60df87b4be3fc900069dac21,1625263751000,100
60df87b4be3fc900069dac22,1625263751000,100
60df87b4be3fc900069dac1f,1625263871000,88
60df87b4be3fc900069dac20,1625263871000,86
60df87b4be3fc900069dac21,1625263871000,100
60df87b4be3fc900069dac22,1625263871000,100
60df87b4be3fc900069dac1f,1625263991000,88
60df87b4be3fc900069dac20,1625263991000,86
60df87b4be3fc900069dac21,1625263991000,100
60df87b4be3fc900069dac22,1625263991000,100
60df87b4be3fc900069dac1f,1625264111000,88
60df87b4be3fc900069dac20,1625264111000,86
60df87b4be3fc900069dac21,1625264111000,100
60df87b4be3fc900069dac22,1625264111000,100
60df87b4be3fc900069dac1f,1625264231000,88
60df87b4be3fc900069dac20,1625264231000,86
60df87b4be3fc900069dac21,1625264231000,100
60df87b4be3fc900069dac22,1625264231000,99
60df87b4be3fc900069dac1f,1625264351000,88
60df87b4be3fc900069dac20,1625264351000,86
60df87b4be3fc900069dac21,1625264351000,100
60df87b4be3fc900069dac22,1625264351000,97
60df87b4be3fc900069dac1f,1625264471000,88
60df87b4be3fc900069dac20,1625264471000,86
60df87b4be3fc900069dac21,1625264471000,100
60df87b4be3fc900069dac22,1625264471000,95
60df87b4be3fc900069dac1f,1625264591000,88
60df87b4be3fc900069dac20,1625264591000,86
60df87b4be3fc900069dac21,1625264591000,98
60df87b4be3fc900069dac22,1625264591000,95
60df87b4be3fc900069dac1f,1625264711000,88
60df87b4be3fc900069dac20,1625264711000,86
60df87b4be3fc900069dac21,1625264711000,96
60df87b4be3fc900069dac22,1625264711000,93
60df87b4be3fc900069dac1f,1625264831000,88
60df87b4be3fc900069dac20,1625264831000,86
60df87b4be3fc900069dac21,1625264831000,95
60df87b4be3fc900069dac22,1625264831000,91
60df87b4be3fc900069dac1f,1625264951000,88
60df87b4be3fc900069dac20,1625264951000,86
60df87b4be3fc900069dac21,1625264951000,93
60df87b4be3fc900069dac22,1625264951000,91
60df87b4be3fc900069dac1f,1625265071000,88
60df87b4be3fc900069dac20,1625265071000,86
60df87b4be3fc900069dac21,1625265071000,91
60df87b4be3fc900069dac22,1625265071000,89
60df87b4be3fc900069dac1f,1625265191000,88
60df87b4be3fc900069dac20,1625265191000,86
60df87b4be3fc900069dac21,1625265191000,89
60df87b4be3fc900069dac22,1625265191000,89
60df87b4be3fc900069dac1f,1625265311000,88
60df87b4be3fc900069dac20,1625265311000,86
60df87b4be3fc900069dac21,1625265311000,88
60df87b4be3fc900069dac22,1625265311000,88
60df87b4be3fc900069dac1f,1625265431000,88
60df87b4be3fc900069dac20,1625265431000,86
60df87b4be3fc900069dac21,1625265431000,88
60df87b4be3fc900069dac22,1625265431000,88
60df87b4be3fc900069dac1f,1625265551000,88
60df87b4be3fc900069dac20,1625265551000,86
60df87b4be3fc900069dac21,1625265551000,87
60df87b4be3fc900069dac22,1625265551000,88
60df87b4be3fc900069dac1f,1625265671000,88
60df87b4be3fc900069dac20,1625265671000,86
60df87b4be3fc900069dac21,1625265671000,87
60df87b4be3fc900069dac22,1625265671000,86
60df87b4be3fc900069dac1f,1625265791000,88
60df87b4be3fc900069dac20,1625265791000,86
60df87b4be3fc900069dac21,1625265791000,86
60df87b4be3fc900069dac22,1625265791000,86
60df87b4be3fc900069dac1f,1625265911000,88
60df87b4be3fc900069dac20,1625265911000,86
60df87b4be3fc900069dac21,1625265911000,84
60df87b4be3fc900069dac22,1625265911000,86
60df87b4be3fc900069dac1f,1625266031000,88
60df87b4be3fc900069dac20,1625266031000,86
60df87b4be3fc900069dac21,1625266031000,84
60df87b4be3fc900069dac22,1625266031000,85
60df87b4be3fc900069dac1f,1625266151000,88
60df87b4be3fc900069dac20,1625266151000,86
60df87b4be3fc900069dac21,1625266151000,83
60df87b4be3fc900069dac22,1625266151000,84
60df87b4be3fc900069dac1f,1625266271000,88
60df87b4be3fc900069dac20,1625266271000,86
60df87b4be3fc900069dac21,1625266271000,82
60df87b4be3fc900069dac22,1625266271000,84
60df87b4be3fc900069dac1f,1625266391000,88
60df87b4be3fc900069dac20,1625266391000,86
60df87b4be3fc900069dac21,1625266391000,82
60df87b4be3fc900069dac22,1625266391000,82
60df87b4be3fc900069dac1f,1625266511000,88
60df87b4be3fc900069dac20,1625266511000,86
60df87b4be3fc900069dac21,1625266511000,82
60df87b4be3fc900069dac22,1625266511000,80
60df87b4be3fc900069dac1f,1625266631000,88
60df87b4be3fc900069dac20,1625266631000,86
60df87b4be3fc900069dac21,1625266631000,80
60df87b4be3fc900069dac22,1625266631000,80
60df87b4be3fc900069dac1f,1625266751000,88
60df87b4be3fc900069dac20,1625266751000,86
60df87b4be3fc900069dac21,1625266751000,80
60df87b4be3fc900069dac22,1625266751000,79
60df87b4be3fc900069dac1f,1625266871000,88
60df87b4be3fc900069dac20,1625266871000,86
60df87b4be3fc900069dac21,1625266871000,79
60df87b4be3fc900069dac22,1625266871000,78
60df87b4be3fc900069dac1f,1625266991000,88
60df87b4be3fc900069dac20,1625266991000,86
60df87b4be3fc900069dac21,1625266991000,77
60df87b4be3fc900069dac22,1625266991000,76
60df87b4be3fc900069dac1f,1625267111000,88
60df87b4be3fc900069dac20,1625267111000,86
60df87b4be3fc900069dac21,1625267111000,75
60df87b4be3fc900069dac22,1625267111000,74
60df87b4be3fc900069dac1f,1625267231000,88
60df87b4be3fc900069dac20,1625267231000,86
60df87b4be3fc900069dac21,1625267231000,75
60df87b4be3fc900069dac22,1625267231000,72
60df87b4be3fc900069dac1f,1625267351000,88
60df87b4be3fc900069dac20,1625267351000,86
60df87b4be3fc900069dac21,1625267351000,74
60df87b4be3fc900069dac22,1625267351000,70
60df87b4be3fc900069dac1f,1625267471000,100
60df87b4be3fc900069dac20,1625267471000,86
60df87b4be3fc900069dac21,1625267471000,73
60df87b4be3fc900069dac22,1625267471000,69
60df87b4be3fc900069dac1f,1625267591000,99
60df87b4be3fc900069dac20,1625267591000,86
60df87b4be3fc900069dac21,1625267591000,72
60df87b4be3fc900069dac22,1625267591000,69
60df87b4be3fc900069dac1f,1625267711000,98
60df87b4be3fc900069dac20,1625267711000,86
60df87b4be3fc900069dac21,1625267711000,72
60df87b4be3fc900069dac22,1625267711000,69
60df87b4be3fc900069dac1f,1625267831000,96
60df87b4be3fc900069dac20,1625267831000,86
60df87b4be3fc900069dac21,1625267831000,72
60df87b4be3fc900069dac22,1625267831000,69
60df87b4be3fc900069dac1f,1625267951000,95
60df87b4be3fc900069dac20,1625267951000,86
60df87b4be3fc900069dac21,1625267951000,72
60df87b4be3fc900069dac22,1625267951000,69
60df87b4be3fc900069dac1f,1625268071000,94
60df87b4be3fc900069dac20,1625268071000,100
60df87b4be3fc900069dac21,1625268071000,72
60df87b4be3fc900069dac22,1625268071000,69
60df87b4be3fc900069dac1f,1625268191000,92
60df87b4be3fc900069dac20,1625268191000,98
60df87b4be3fc900069dac21,1625268191000,72
60df87b4be3fc900069dac22,1625268191000,69
60df87b4be3fc900069dac1f,1625268311000,92
60df87b4be3fc900069dac20,1625268311000,98
60df87b4be3fc900069dac21,1625268311000,72
60df87b4be3fc900069dac22,1625268311000,69
60df87b4be3fc900069dac1f,1625268431000,92
60df87b4be3fc900069dac20,1625268431000,97
60df87b4be3fc900069dac21,1625268431000,72
60df87b4be3fc900069dac22,1625268431000,69
60df87b4be3fc900069dac1f,1625268551000,90
60df87b4be3fc900069dac20,1625268551000,95
60df87b4be3fc900069dac21,1625268551000,72
60df87b4be3fc900069dac22,1625268551000,69
60df87b4be3fc900069dac1f,1625268671000,88
60df87b4be3fc900069dac20,1625268671000,94
60df87b4be3fc900069dac21,1625268671000,72
60df87b4be3fc900069dac22,1625268671000,69
60df87b4be3fc900069dac1f,1625268791000,87
60df87b4be3fc900069dac20,1625268791000,92
60df87b4be3fc900069dac21,1625268791000,72
60df87b4be3fc900069dac22,1625268791000,69
60df87b4be3fc900069dac1f,1625268911000,86
60df87b4be3fc900069dac20,1625268911000,90
60df87b4be3fc900069dac21,1625268911000,72
60df87b4be3fc900069dac22,1625268911000,69
60df87b4be3fc900069dac1f,1625269031000,86
60df87b4be3fc900069dac20,1625269031000,89
60df87b4be3fc900069dac21,1625269031000,72
60df87b4be3fc900069dac22,1625269031000,69
60df87b4be3fc900069dac1f,1625269151000,86
60df87b4be3fc900069dac20,1625269151000,89
60df87b4be3fc900069dac21,1625269151000,72
60df87b4be3fc900069dac22,1625269151000,69
60df87b4be3fc900069dac1f,1625269271000,85
60df87b4be3fc900069dac20,1625269271000,89
